,Unnamed: 0,Sr. No.,Project Code,State,Year of Subsidy Sanctioned,District,Name of Beneficiary,Project Address,Total Project Cost(In Lakhs),Total Amount Sanctioned (In Lakhs),Supported By,Current Status of Project,Component Details
12,12,13,20JH200400000275,Jharkhand,2004-05,Purbi Singhbhum,Brahmanand Himghar,"Shri. Rajendra Kumar Agarwal, Shri. Bimal Kumar Agarwal, Shri. Sushil Kumar Khowala, Shri. Dinesh Kumar Agarwal; Vill- Tamolia, P.O-Kapali, Chandil, Jamshedpur-831012;(033-2483599,2481768)",0.0,33.33,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04039.00MT
13,13,14,20JH200400000279,Jharkhand,2004-05,Ranchi,Jitendra Cold Storage,"Shri. Jitendra Kumar Gupta; Vill- Tikra Toli, P.O-Nagri, Ratu, Ranchi;(3098850)",0.0,22.75,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02970.00MT
14,14,15,20JH200400000280,Jharkhand,2004-05,Ranchi,Modern Cold Storage,"Shri. Gurbir Singh& Sons; M/S Modern Cold Storage and Industries, 3A, P.P.Compound, Ranchi;(0651-311192,9835152300)",0.0,6.93,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE03894.00MT
15,15,16,20JH200400000277,Jharkhand,2004-05,Ranchi,Ramraj Cold Storage,"Shri. Ram Babu Sah, Smt. Raj Kumari Devi, Smt. Renu Bala; South Office Para, Doranda, Ranchi, Jharkhand-834002; (94312-48100,95651-2816680)",0.0,36.86,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04484.00MT
16,16,17,20JH200500000281,Jharkhand,2005-06,Kodarma,Krishna Surya Cold Storage,"Shri. Krishna; Vill-Lalman Digthu, Koderma;(06534-222462)",0.0,3.19,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE0900.00MT
17,17,18,20JH200500000282,Jharkhand,2005-06,Deoghar,M/s B. Deoghar Cold Storage,"Shri. Jayprakash Chaudhary; At-Jhausgarhi, B.Deoghar",0.0,40.2,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05115.00MT
18,18,19,20JH200500000283,Jharkhand,2005-06,Ranchi,Vardhan Cold Storage,"Shri. Krishna Kumar Garodia, Shri. Harshavardhan Garodia; Harsha Kutir,Nagrmal Modi Seva Sadan Path, Barala Street, Upper Bazar, Ranchi-834001",0.0,19.6,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02254.32MT
19,19,20,20JH200600000289,Jharkhand,2006-07,Hazaribagh,Bajrang Cold Storage,"Shri Ramtahal Mahto, Shri Mahadeo Prasad Mahto, Shri Ajay Kumar, Shri Prayag Prasad; Vill-Sidoor, P.S-Sadar; Vill-Tilir, Padma, P.S-Barhi, Hazaribagh, Jharkhand; Karma, Padma, P.S-Barhi; Tilir, Padma, Barhi",0.0,25.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05041.00MT
20,20,21,20JH200600000290,Jharkhand,2006-07,Saraikella,Chandil Cold Storage,"Md. Shakil Ahmed; Holding No.-69, Cross Road No.2, Kabir Nagar, Kopali, P.S-Chandil, Saraikela, Kharsawan;(9334805193,9430716644,92134789410,2360198)",0.0,25.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05546.00MT
21,21,22,20JH200600000284,Jharkhand,2006-07,Kodarma,Krishna Surya Cold Storage,"Shri. Krishna; Vill-Lalman Digthu, Koderma;(06534-222462)",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05863.50MT
22,22,23,20JH200600000287,Jharkhand,2006-07,Hazaribagh,M/s Ativeer Cold Storage,"Shri Ramesh Kumar Jain, Smt Riddhi Jain; Vill-Hutpa, P.O-Jhumra, Hazaribagh, Jharkhand;(9234273669)",0.0,25.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05251.13MT
23,23,24,20JH200600000285,Jharkhand,2006-07,Hazaribagh,M/s Bhandari Cold Storage,"Shri. Sharda Narayan Sinha, Smt. Savita Bhandari, Shri. Rajesh Bhandari; At-Babhanbai, Demoutand, Hazaribagh-825301",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05046.64MT
24,24,25,20JH200600000286,Jharkhand,2006-07,Palamu,M/s Palamau Cold Storage,"Shri Brijmohan Mahto, Shri Ashok Kumar Mahto, Shri Jwala Prasad, Shri Upendra Kumar, Sangita Verma; At-Chianki, P.O-Daltonganj, Palamu, Jharkhand-822133",0.0,29.84,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE03392.40MT
25,25,26,20JH200600000288,Jharkhand,2006-07,Ranchi,Subidhi Cold Storage,"Shri Ramesh Kumar Jain, Shri Praveen Kumar Jain; Ranchi Road, Marar, P.S-Kuju, Ranchi, Jharkhand;(9431146483)",0.0,24.71,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04940.83MT
26,26,27,20JH200700000291,Jharkhand,2007-08,Ramgarh,M/s Maa Chhinnamastika Cold Storage,"Shri Subhash Kumar, Smt Rani Kumari; Vill-Marangmarcha, P.O-Chitarpur-825101, Ramgarh, Jharkhand;(9431141301)",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE06900.00MT
27,27,28,20JH200700000292,Jharkhand,2007-08,Purbi Singhbhum,M/s Rudrawati Cold Storage,". Shri Vijay Kishore, Shri Abhay Kishore, Shri Ramarcha Kishore, Shri Ajay Kishore, Shri Uday Kishore; 1/4 Astha Sai City, Karisma Block, Mango, Diman Road, Jamshedpur, Jharkhand;(9934950223)",0.0,38.68,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04000.00MT
28,28,29,20JH200800000293,Jharkhand,2008-09,Ranchi,Alam Cold Storage,"Md. Kamal Akhter; Opp. Jharkhand Blood Bank, Bariyatu, Ranchi",0.0,23.37,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05000.00MT
29,29,30,20AJH0CS000001,Jharkhand,2014-15,Ranchi,ADIRAJ COLD STORAGE,"KHATONI NO. - 38, VILLAGE- SAPAROM, TALUKA- NAGRI, DISTT.- RANCHI",1303.2,491.16,NHB,Completed,COLD / CA STORAGECOLD STORAGE051100.00MT  COLD / CA STORAGECOLD STORAGE033300.00MT
0,0,1,29KA20000000135,Karnataka,2000-01,Bijapur,Agro Foods,Bijapur (KTK),0.0,10.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE01000.00MT
1,1,2,29KA2000000001438,Karnataka,2000-01,Bellary,Sreeprabhanjana Sai cold storages Pvt Ltd,"M/s Sreeprabhanjana Sai cold storages Pvt Ltd, Near HLC Canal, Bangalore Road, Bellary, Karnataka Tel : 08392-72805",0.0,29.2,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02920.00MT
2,2,3,29KA2000000001436,Karnataka,2000-01,Haveri,Basaveswara Agri Tech,"Sri Basaveswara Agri Tech Pvt Ltd, P B Road, N H No.4, Motebennur - 581 136, Byadgi Taluk, Haveri dt, Karnataka Tel : 08375-58999",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE06441.00MT
3,3,4,29KA2000000001433,Karnataka,2000-01,Haveri,Someswara Cold Storage,"M/s Someswara Cold Storage Pvt Ltd, S.No 208, Behind APMC Yard, Gummanahalli Road, Byadgi, 581106, Karnataka Tel : 08375-58489",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05687.00MT
4,4,5,29KA2000000001434,Karnataka,2000-01,Haveri,Essvy Cold Storage,"Essvy Cold Storage Pvt Ltd, S.No 207, Behind APMC Yard, Byadgi Taluk, Haveri dt, Karnataka-581106 Tel No. 08375-59000",0.0,43.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE08415.00MT
5,5,6,29KA2000000001435,Karnataka,2000-01,Haveri,Siddalingeswara Cold Storage,"Siddalingeswara Cold Storage Pvt Ltd, S.No 207/A, Behind APMC Yard, Byadgi Taluk, Haveri dt, Karnataka -581106 Tel No. 08375-58000",0.0,43.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE08415.00MT
6,6,7,29KA2000000001437,Karnataka,2000-01,Dharwad,Shreejee Cold Storage,"Shreejee Cold Storage, 67/A, 2nd Stage, Tarihal Industrial Area, Tarihal, Hubli-580030 Tel : 310719",0.0,28.11,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02811.00MT
7,7,8,29KA2001000001444,Karnataka,2000-01,Bellary,Noble Cold stoarge Pvt.LTd,"Noble Cold stoarge Pvt.LTd, Sirvara village, Bellary distrcit",0.0,18.65,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01865.00MT
8,8,9,29KA2001000001440,Karnataka,2001-02,Bijapur,M/s Deep Cold Storage Pvt Ltd,"M/s Deep Cold Storage Pvt Ltd, 73/1, Navaraspur, Torvi Village, Bijapur - 586 103,",0.0,19.27,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01927.00MT
9,9,10,29KA20010000136,Karnataka,2001-02,Belgaum,Barafwala & Co.,Belgaum (Karnataka ),0.0,5.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE0500.00MT
10,10,11,29KA2001000001439,Karnataka,2001-02,Bellary,M/s Gowrishankar Cold Storage Pvt Ltd,"M/s Gowrishankar Cold Storage Pvt Ltd, KIADB, II Stage, Plot No : 47 & 48, Mundargi, Bellary Tel : 08392-74617",0.0,40.64,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04715.00MT
11,11,12,29KA2002000001441,Karnataka,2001-02,Belgaum,M/s Shakti Agro Cold Storage,"M/s Shakti Agro Cold Storage, Plot No 2-E, B.K. Kangrali Industrial Estate, Belgaum Ph : 470 907",0.0,26.2,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02620.00MT
12,12,13,29KA2002000001443,Karnataka,2001-02,Bellary,M/s Vijaya Hanuman cold storage Pvt Ltd.,"M/s Vijaya Hanuman cold storage Pvt Ltd., KAIDB Industrial Area , III satge , Mundargi, Bellary District",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE06666.00MT
13,13,14,29KA2002000001445,Karnataka,2001-02,Bellary,Agro tech cold storage Pvt. Ltd,"Agro tech cold storage Pvt. Ltd, Plot 22 KIADBI, KAIDB Industrial Area , III satge , Mundargi, Bellary District",0.0,32.37,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE03237.00MT
14,14,15,29KA2002000001442,Karnataka,2001-02,Dharwad,M/s Agtech Cold Storage,"M/s Agtech Cold Storage, Plot No. 124, KIADB, Phase II, Tarihal Indl. Area, Tarihal, Hubli- 580 029, Tel - 0836-310706",0.0,37.63,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE03763.00MT
15,15,16,29KA20020000138,Karnataka,2002-03,Bangalore,Perfect Cold Storage,Bangalore,0.0,2.6,NHB,Completed,COLD / CA STORAGECOLD STORAGE0260.00MT
16,16,17,29KA20020000137,Karnataka,2002-03,Bangalore,Primier Agro Cool Tech Pvt. Ltd.,"Bangalore, Karnataka",0.0,25.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE02500.00MT
17,17,18,29KA2003000001447,Karnataka,2002-03,Bellary,M/s Noble Cold Storage,"M/s Noble Cold Storage, Sirvar Village, Bellary",0.0,39.26,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04250.00MT
18,18,19,29KA2003000052,Karnataka,2003-04,Bellary,Lalitha Cold Storage,Bellary,0.0,31.75,NHB,Completed,COLD / CA STORAGECOLD STORAGE03175.00MT
19,19,20,29KA2004000001448,Karnataka,2003-04,Bijapur,M/s KHB Agro Foods & Cold Storage,"M/s KHB Agro Foods & Cold Storage, R S 167/2, Plot No 1, APMC Yard, Bijapur",0.0,18.8,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02000.00MT
20,20,21,29KA2005000001449,Karnataka,2004-05,Bellary,M/s Vigneshwara Cold Storage Pvt. Ltd.,"M/s Vigneshwara Cold Storage Pvt. Ltd., Plot No 59, II stage, KIADB, Industrial Area, Bangalore Road, Bellary",0.0,46.7,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05055.00MT
21,21,22,29KA2005000001453,Karnataka,2004-05,Bellary,"M/s Sai Balaji Cold Storage India Pvt. Ltd.,","M/s Sai Balaji Cold Storage India pvt. Ltd., Sy No 206 & 207, KIADB Industrial Area, bangalore Road, Bellary",0.0,49.88,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04248.00MT
22,22,23,29KA2005000001454,Karnataka,2004-05,Bellary,M/s Sree Prasanna Anjaneya Cold Storage Pvt. Ltd.,"M/s Sree Prasanna Anjaneya Cold StoragePvt. Ltd., Sy No 84 & 85, Mundargi II Stage, KIADB Industrial Area, Bangalore Road, Bellary",0.0,47.14,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05082.00MT
23,23,24,29KA2005000001450,Karnataka,2004-05,Gulbarga,M/s Hussain Cold Storage,"M/s Hussain Cold Storage, Sy No 3/3, Herapur, Gulbarga Tq & District",0.0,43.52,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04680.00MT
24,24,25,29KA2005000001452,Karnataka,2005-06,Haveri,"M/s S P Kabbur Cold Storage Pvt. Ltd.,","M/s S P Kabbur Cold Storage Pvt. Ltd., Sy No 2318/3 & 217 A/4, Mallur Road, Near APMC Yard, Byadgi, Haveri",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04896.00MT
25,25,26,29KA2006000001464,Karnataka,2005-06,Bangalore Rural,M/s Karan AgroCold Storage,"M/s Karan AgroCold Storage, Sy No 47/5, Dandupalya village, Kasaba Hobli, Hosakote, Bangalore Rural",0.0,25.44,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE03097.00MT
26,26,27,29KA2006000001457,Karnataka,2005-06,Haveri,Prayag Cold Storage Pvt. Ltd,"Prayag Cold Storage Pvt. Ltd, Sy No 210/1A/2 &1B/2/2, Sangameshwar Nagar, Near APMC Yard, Byadgi village, Haveri district",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05103.00MT
27,27,28,29KA2006000001459,Karnataka,2005-06,Bellary,M/s Sree Seshadri Cold Storage Pvt. Ltd,"M/s Sree Seshadri Cold Storage Pvt. Ltd, Plot No 162,163 P, 182P & 183, III satge, KIADB Industrial Area, Bangalore Road, Bellary district",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05300.00MT
28,28,29,29KA2006000001455,Karnataka,2005-06,Haveri,"Sree Marula Siddeshwara Cold Storage Pvt. Ltd.,","Sree Marula Siddeshwara Cold Storage Pvt. Ltd., Sy No 210/1 A/2 &B/21(P), Gummanahalli Road, Near APMC Yard, Byadgi, Haveri district",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE06730.00MT
29,29,30,29KA2006000001451,Karnataka,2005-06,Bangalore Urban,M/s Sree Raghavendra Cold Storage,"M/s Sree Raghavendra Cold Storage, Sy No 123, Hesaraghatta Hobli, Surendrapura, Bangalore North",0.0,45.48,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04548.00MT
30,30,31,29KA2006000001458,Karnataka,2006-07,Bellary,"M/s Srivari Cold Storage Pvt. Ltd.,","M/s Srivari Cold Storage Pvt. Ltd.,Plot No 163,164, 181 & 182, III satge, KIADB Industrial Area, Bangalore Road, Bellary district",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05063.00MT
31,31,32,29KA2006000001471,Karnataka,2006-07,Hassan,"M/s J.P.G.A. Cold Storage Pvt. Ltd.,","M/s J.P.G.A. Cold Storage Pvt. Ltd.,Plot no. 271 &272, Hassan Growth Center, Industrial Area , HASSAN",0.0,49.17,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE06488.39MT
32,32,33,29KA2006000001465,Karnataka,2006-07,Hassan,M/s Jaswindera Cold Storage Pvt. Ltd.,"M/s Jaswindera Cold Storage Pvt. Ltd., Plot No 341 & 342, Hassan Growth Centre Industrial Area, Hassan",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05548.97MT
33,33,34,29KA2006000001468,Karnataka,2006-07,Dharwad,M/s Shreejee Cold Storage,"M/s Shreejee Cold Storage, Plot No 67 A, Tarihal, KIADB Industrial Area, Hubli",0.0,11.52,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02811.00MT
34,34,35,29KA2006000001462,Karnataka,2006-07,Bellary,M/s Ganapathy Cold Storage Pvt. Ltd.,"M/s Ganapathy Cold Storage., Plot No 47/48, II Stage, Mundargi Industrial Estate, Bangalore Road, Bellary",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05015.00MT
35,35,36,29KA2006000001461,Karnataka,2006-07,Gulbarga,M/s Lakshmi Priyanka Warehousing Pvt. Ltd.,"M/s Lakshmi Priyanka Warehousing Pvt. Ltd., Plot No 3-6, Rakangera Industrial Estate, Shahapur PO, Gulbarga",0.0,36.5,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE06850.00MT
36,36,37,29KA2006000001466,Karnataka,2006-07,Hassan,M/s Satnam Agro Cold Storage,"M/s Satnam Agro Cold Storage, Plot No 322, Hassan",0.0,22.09,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02208.66MT
37,37,38,29KA2006000001467,Karnataka,2006-07,Hassan,M/s Balaji Cold Storage,"M/s Balaji Cold Storage, Plot No 275-276, Road No 18, Hassan",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05415.57MT
38,38,39,29KA2006000001463,Karnataka,2006-07,Bellary,M/s Tungabhadra Spinning Mills Pvt. Ltd.,"M/s Tungabhadra Spinning Mills Pvt. Ltd., Plot No 103, II stage, KIADB Industrial Estate, Bangalore Road, Bellary",0.0,48.7,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05865.00MT
39,39,40,29KA2006000001456,Karnataka,2006-07,Haveri,Kedarnath Cold Storage Pvt. Ltd,"Kedarnath Cold Storage Pvt. Ltd, Sy No 210/1A/2 &1B/2/2, Sangameshwar Nagar, Near APMC Yard, Byadgi village, Haveri district",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05103.00MT
40,40,41,29KA2006000001483,Karnataka,2006-07,Bangalore Urban,M/s Sumuka Cold Storage,"M/s Sumuka Cold Storage, S.No 12/4 Kammasandra, Electronic city post, Anekal taluk, Bangalore (U)",0.0,17.16,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01716.00MT
41,41,42,29KA2007000001472,Karnataka,2007-08,Hassan,M/s Ganapati Cold Storage,"M/s Ganapati Cold Storage., Plot no. 339 & 340, Hassan Growth Center, Industrial Area , HASSAN",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05676.90MT
42,42,43,29KA20070000139,Karnataka,2007-08,Hassan,Perfect Cold Storage,"Plot No. 31-B, B Kaffy Halli Industrial Area, Hassan (KTK)",0.0,10.07,NHB,Completed,COLD / CA STORAGECOLD STORAGE01007.00MT
43,43,44,29AKA0002430,Karnataka,2007-08,Shimoga,Benaka Natural Products Pvt.Ltd.,"Amruth Farm Premises, Doddibelu, Kachinakatte (Po), N.R. Pura Road, Shimoga (KTK)",22.5,3.9,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNIT12400.00MT PER ANNUM
44,44,45,29KA2007000001488,Karnataka,2007-08,Hassan,M/s Satnam Agro Cold Storage (Expansion Unit),"M/s Satnam Agro Cold Storage, Plot No 322, Hassan",0.0,27.91,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE03420.45MT
45,45,46,29KA2007000001479,Karnataka,2007-08,Bellary,M/s Sacchidananda Cold Storage Pvt. Ltd.,"M/s Sacchidananda Cold Storage Pvt. Ltd., Plot no. 118, II Stage, KIADB Industrial Area, Bangalore Road, Bellary",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05201.00MT
46,46,47,29AKA0002082,Karnataka,2007-08,Bangalore,S. K. Gutgutia (Florance Flora),"Shop No. 14, Garden View Building, Near Dena Bank, Madgaon. Phone: 080-22233208",20.5,3.0,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNIT12000.00MT PER ANNUM
47,47,48,29KA2007000001460,Karnataka,2007-08,Dakshina Kannada,M/s GNH Kini Cold Storage,"M/s GNH Kini Cold Storage, Sy No 32/2A(P), Bangra Kuloor, Mangalore",0.0,18.74,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01874.00MT
48,48,49,29KA2007000001477,Karnataka,2007-08,Haveri,M/s Anjanadhri Cold Storage Pvt. Ltd.,"M/s Anjanadhri Cold Storage Pvt. Ltd, Sy. No - 249/B, Mallur Road, Bydagi - 581106, Haveri",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05348.00MT
49,49,50,29KA2007000001478,Karnataka,2007-08,Haveri,M/s Garudadhri Cold Storage Pvt. Ltd.,"M/s Garudadhri Cold Storage Pvt. Ltd, Sy. No - 249/B, Mallur Road, Bydagi - 581106, Haveri",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE06048.00MT
50,50,51,29KA2007000001481,Karnataka,2007-08,Bellary,Ms. Sri Devi Cold Storage,"M/s Sri Devi Cold Storage, Plot no. 108, 2nd & 3rd Stage, KIADB Industrial Area, Bangalore Road, Bellary",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05820.00MT
51,51,52,29KA2007000001480,Karnataka,2007-08,Haveri,"M/s Trilokya Cold Storage Pt. Ltd,","M/s Trilokya Cold Storage Pvt. Ltd, Sy. No - 278/3K, Near APMC, Mallur Road, Bydagi - 581106, Haveri",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE08873.00MT
52,52,53,29KA2007000001475,Karnataka,2007-08,Haveri,M/s Vignewara cold Storage,"M/s Vignewara cold Storage, Sy No. 207 & 207A, Behind APMC yard, Byadgi Village, Havri Dist",0.0,45.45,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05775.00MT
53,53,54,29KA2008000001482,Karnataka,2007-08,Haveri,Ms. Sree Surya Cold Storgae,"M/s Sree Surya Cold Storage Pt. Ltd, Sy. No - 217D, Behind APMC Market, Bydagi - 581106, Haveri",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE06160.00MT
54,54,55,29KA2008000001489,Karnataka,2007-08,Kolar,Nandi Cold Storage (Expansion unit),"M/s Nandi Cold Storage Pvt Ltd, Plot No.1A & IB, KAIADB Industrial Area, NH 7, Chikaballapur, Kolar District",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE011470.17MT
55,55,56,29KA2008000001476,Karnataka,2007-08,Haveri,Veerabhadreswara Cold storage,"Veerabhadreswara Cold storage Pvt. Ltd., Sy No 217/2 Mallur Road, Near APMC yard, Byadigi,",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE06333.00MT
56,56,57,29AKA0021710,Karnataka,2009-10,Udupi,Mrs. Dakshayini U Rao,"Ulloor-74, Kundapur TQ, Udupi Dist, (Karnataka)",66.0,8.01,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNIT12628.00MT PER ANNUM
57,57,58,29AKA0024428,Karnataka,2013-14,Mandya,P. Rajamani,"Village-Abbigere, Taluka-Nagamangala, Dist-Mandya (Karnataka)",19.9,5.44,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNIT12400.00MT PER ANNUM
58,58,59,29AKA0CS000005,Karnataka,2014-15,Bijapur,Runwal Agritech,"Village Bijapur, Taluk Bijapur, District Bijapur (Karnataka)",576.04,99.44,NHB,Under Implementation,COLD / CA STORAGECOLD STORAGE53551.47MT
59,59,60,29AKA0025668,Karnataka,2014-15,Bangalore Rural,Bollepalli Srikanth,"Village- Kavalahalli, Taluka- Doddaballapur, Distt.- Bangalore Rural (Karnataka)",13.42,5.1,NHB,Completed,POST HARVEST INFRASTRUCTURETRANSPORT15.00TONNES
60,60,61,29AKA0025656,Karnataka,2014-15,Bangalore Rural,M.D Rafiulla Alias S.Rafiulla,"Village Hosanagenahalli, Taluk Doddaballapur, District Bangalore Rural (Karnataka)",10.89,3.9,NHB,Completed,POST HARVEST INFRASTRUCTURETRANSPORT15.00TONNES
61,61,62,29AKA0025662,Karnataka,2014-15,Chikballapur,Savitha Prabu,"Village Kondapura, Taluk Gouribidanur, District Chikkaballapur (Karnataka)",6.09,2.11,NHB,Completed,POST HARVEST INFRASTRUCTURETRANSPORT15.00TONNES
62,62,63,29AKA0025665,Karnataka,2015-16,Tumkur,SMT. Padmashree,"Village-Talakere, Taluka-Turuvekere, Dist-Tumkur (Karnataka)",12.83,4.47,NHB,Completed,POST HARVEST INFRASTRUCTURETRANSPORT210.00TONNES
63,63,64,29AKA0024427,Karnataka,2016-17,Bangalore,R. Panchakshari,"Village Kempanahalli, Post Attur, Hobli Yelahanka, Dist. Bangalore, (Karnataka),",179.1,64.71,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA0.00NOT GIVEN POST HARVEST INFRASTRUCTUREREFER VANNA0.00NOT GIVEN POST HARVEST INFRASTRUCTURETRANSPORTNA0.00NOT GIVEN
64,64,65,29AKA0026461,Karnataka,2016-17,Tumkur,M. P. Rukmanamma,"Sy No 5/2. 5/3, Vill Narasipura, Hobli Kora, Tk & Distt Tumkur",49.16,11.55,NHB,Completed,POST HARVEST INFRASTRUCTURECOLD ROOMNA0.02ACRE
65,65,66,29AKA0025586,Karnataka,2016-17,Bangalore,N. Chandrashekar,"Village: Ballur, Taluk: Anekal, District: Bangalore Urban.",36.0,4.8,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA1400.00TONNES
66,66,67,29AKA0CS000013,Karnataka,2016-17,Bellary,Arunodya Cold Storage & Warehousing LLP,"Village Honnahalli, Taluka & Dist. Bellary, (Karnataka)",649.78,171.91,NHB,Completed,COLD / CA STORAGECOLD STORAGE26822.00MT
67,67,68,29AKA0CS000014,Karnataka,2016-17,Haveri,Chatrad Cold Storage Pvt. Ltd.,"Survey No. 203/3b/2, Mallur Road, Village Byadgi, 581106, District Havrei, (Karnataka)",587.34,176.07,NHB,Completed,COLD / CA STORAGECOLD STORAGE26987.00MT
68,68,69,29AKA0CS000010,Karnataka,2017-18,Kolar,IQF Foods Limited.,"S.No. 1,14 & 15, Oppo. Kumar Estate, Taluk Vemgal, Kolar, Chikkaballapur Road, District Kolar (Karnataka)",795.0,244.59,NHB,Completed,COLD / CA STORAGECOLD STORAGE42954.00MT
69,69,70,29AKA0026499,Karnataka,2017-18,Chikballapur,G. Balaraju & M. A. Venugopal,"Village-Nadipinayakanahalli, Tehsil-Sidlaghatta, District-Chikkaballapur (Karnataka)",240.0,22.76,NHB,Completed,POST HARVEST INFRASTRUCTUREPACK HOUSENA0.00NOT GIVEN
70,70,71,29AKA0CS000012,Karnataka,2018-19,Haveri,SAHIL COLD STORAGE,"Gummanahalli Road, Byadgi- 581106, Taluka Byadgi, Dist. Haveri (Karnataka),",426.0,137.6,NHB,Completed,COLD / CA STORAGECOLD STORAGE26000.00MT
71,71,72,29AKA0CS000015,Karnataka,2018-19,Mysore,AVS Agro Industries & Cold Storage,"Plot No. 43P, Kodakola Industrial Are, Jyapura Hobli, Mysore (Karnataka)",75.56,142.46,NHB,Completed,COLD / CA STORAGECOLD STORAGE45356.00MT
0,0,1,27MH19990000097,Maharastra,1999-00,Nagpur,M/s Goyal Warehouse Cold Storage and Ice Plant,"Plot No. 88, EIAS Scheme, Ward No. 22, Chikhali, Kalamna Market, Nagpur",0.0,40.87,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04087.00MT
